SERIES TITLE,SUBSERIES TITLE,Institution,Location,subseries - date - single,subseries - date - range,FILE TITLE,Physical description - type,physical description - extent,physical description - dimensions,LINK,date type,date - single,date - range
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,1970,1970/1970,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore Owaissa Side 2,Camp Lenore Owaissa Side 2,,1970,1970/1970,,,,,,,,
Master Audiorecordings,Camp Lenore Owaissa Side 2,Camp Lenore Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 (Sing),Raquette Lake Girls Camp Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 (Sing),Raquette Lake Girls Camp Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Robindel Side 1 (Blue Team),Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Robindel Side 1 (Blue Team),Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Robindel Side 2 (White Team),Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Robindel Side 2 (White Team),Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1,Camp Akiba Side 1,,1971,1971/1971,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1,Camp Akiba Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2,Camp Akiba Side 2,,1971,1971/1971,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2,Camp Akiba Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,1971,1971/1971,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,1971,1971/1971,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Lenore-Owaissa Side 1,Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Lenore-Owaissa Side 1,Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Lenore-Owaissa Side 2,Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Lenore-Owaissa Side 2,Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Rooselvelt Side 1 (Girls),Camp Rooselvelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Rooselvelt Side 1 (Girls),Camp Rooselvelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 1,Raquette Lake Side 1,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 1,Raquette Lake Side 1,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 2,Raquette Lake Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 2,Raquette Lake Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Robindel Side 1 (White Team),Robindel Side 1 (White Team),,,,,,,,,,,
Master Audiorecordings,Robindel Side 1 (White Team),Robindel Side 1 (White Team),,,,,,,,,,,
Master Audiorecordings,Robindel Side 2 (Blue Team),Robindel Side 2 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Robindel Side 2 (Blue Team),Robindel Side 2 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Bikurim Side 1 and 2,Camp Blue Star Bikurim Side 1 and 2,,1972 August 12,1972/1972,,,,,,,,
Master Audiorecordings,Camp Blue Star Bikurim Side 1 and 2,Camp Blue Star Bikurim Side 1 and 2,,,,,,,,,,,
Master Audiorecordings,"Ken-Wood Camp For Girls Side 1 (""Do You Remember"")","Ken-Wood Camp For Girls Side 1 (""Do You Remember"")",,1960-1972,1960/1972,,,,,,,,
Master Audiorecordings,"Ken-Wood Camp For Girls Side 1 (""Do You Remember"")","Ken-Wood Camp For Girls Side 1 (""Do You Remember"")",,,,,,,,,,,
Master Audiorecordings,Ken-Wood Camp For Girls Side 2,Ken-Wood Camp For Girls Side 2,,,,,,,,,,,
Master Audiorecordings,Ken-Wood Camp For Girls Side 2,Ken-Wood Camp For Girls Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Boys),Camp Roosevelt Side 1 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Boys),Camp Roosevelt Side 1 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Girls),Camp Roosevelt Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Girls),Camp Roosevelt Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Robindel Side 1 (White Team),Robindel Side 1 (White Team),,,,,,,,,,,
Master Audiorecordings,Robindel Side 1 (White Team),Robindel Side 1 (White Team),,,,,,,,,,,
Master Audiorecordings,Robindel Side 2 (Blue Team),Robindel Side 2 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Robindel Side 2 (Blue Team),Robindel Side 2 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 (Team Sing),Raquette Lake Girls Camp Side 1 (Team Sing),,1973,1973/1973,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 (Team Sing),Raquette Lake Girls Camp Side 1 (Team Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,1973,1973/1973,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Lenore Owaissa Side 1,Camp Lenore Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore Owaissa Side 1,Camp Lenore Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Indian Head Camps Side 1,Indian Head Camps Side 1,,1974,1974/1974,,,,,,,,
Master Audiorecordings,Indian Head Camps Side 1,Indian Head Camps Side 1,,,,,,,,,,,
Master Audiorecordings,Indian Head Camps Side 2,Indian Head Camps Side 2,,,,,,,,,,,
Master Audiorecordings,Indian Head Camps Side 2,Indian Head Camps Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Boys),Camp Roosevelt Side 1 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Boys),Camp Roosevelt Side 1 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Girls),Camp Roosevelt Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Girls),Camp Roosevelt Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 1,Camp Ken-Wood Side 1,,1974,1974/1974,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 1,Camp Ken-Wood Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 2,Camp Ken-Wood Side 2,,1974,1974/1974,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 2,Camp Ken-Wood Side 2,,,,,,,,,,,
Master Audiorecordings,"Raquette Lake Side 1 (""Sing"")","Raquette Lake Side 1 (""Sing"")",,1974,1974/1974,,,,,,,,
Master Audiorecordings,"Raquette Lake Side 1 (""Sing"")","Raquette Lake Side 1 (""Sing"")",,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 2,Raquette Lake Side 2,,1974,1974/1974,,,,,,,,
Master Audiorecordings,Raquette Lake Side 2,Raquette Lake Side 2,,,,,,,,,,,
Master Audiorecordings,Robindel Side 1,Robindel Side 1,,,,,,,,,,,
Master Audiorecordings,Robindel Side 1,Robindel Side 1,,,,,,,,,,,
Master Audiorecordings,Robindel Side 2,Robindel Side 2,,,,,,,,,,,
Master Audiorecordings,Robindel Side 2,Robindel Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Lenore Owaissa Camp Side 2,Lenore Owaissa Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Lenore Owaissa Camp Side 2,Lenore Owaissa Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Boys),Camp Roosevelt Side 1 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Boys),Camp Roosevelt Side 1 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Girls),Camp Roosevelt Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Girls),Camp Roosevelt Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Raquette Lake Side 1 (Sing),Camp Raquette Lake Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Camp Raquette Lake Side 1 (Sing),Camp Raquette Lake Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,"Camp Robindel Side 2 (""White Team"")","Camp Robindel Side 2 (""White Team"")",,,,,,,,,,,
Master Audiorecordings,"Camp Robindel Side 2 (""White Team"")","Camp Robindel Side 2 (""White Team"")",,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,1974,1974/1974,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,1975,1975/1975,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 1,Camp Robindel Sing Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 1,Camp Robindel Sing Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 2,Camp Robindel Sing Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 2,Camp Robindel Sing Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Lenore Owaissa Side 1,Camp Lenore Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore Owaissa Side 1,Camp Lenore Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,1976,1976/1976,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 (Sing),Raquette Lake Girls Camp Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 (Sing),Raquette Lake Girls Camp Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 2,Camp Blue Star Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 2,Camp Blue Star Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1,Raquette Lake Girls Camp Side 1,,1977,1977/1977,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1,Raquette Lake Girls Camp Side 1,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,1977,1977/1977,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,1977,1977/1977,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,1977,1977/1977,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 1,Camp Ken-Wood Side 1,,1977,1977/1977,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 1,Camp Ken-Wood Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 2,Camp Ken-Wood Side 2,,1977,1977/1977,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 2,Camp Ken-Wood Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,1977,1977/1977,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Lenore-Owaissa Side 1 (Sing),Lenore-Owaissa Side 1 (Sing),,1977,1977/1977,,,,,,,,
Master Audiorecordings,Lenore-Owaissa Side 1 (Sing),Lenore-Owaissa Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,"Camp Lenore-Owaissa Side 2 (L.O.C., Jr. Jubilee etc.)","Camp Lenore-Owaissa Side 2 (L.O.C., Jr. Jubilee etc.)",,1977,1977/1977,,,,,,,,
Master Audiorecordings,"Camp Lenore-Owaissa Side 2 (L.O.C., Jr. Jubilee etc.)","Camp Lenore-Owaissa Side 2 (L.O.C., Jr. Jubilee etc.)",,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,1977,1977/1977,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (extra side one material),Camp Roosevelt Side 1 (extra side one material),,1977,1977/1977,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (extra side one material),Camp Roosevelt Side 1 (extra side one material),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,1977,1977/1977,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 1 (White Team),Camp Robindel Sing Side 1 (White Team),,1978,1978/1978,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 1 (White Team),Camp Robindel Sing Side 1 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (Blue Team),Camp Robindel Side 2 (Blue Team),,1978,1978/1978,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (Blue Team),Camp Robindel Side 2 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1,Raquette Lake Girls Camp Side 1,,1978,1978/1978,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1,Raquette Lake Girls Camp Side 1,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,1978,1978/1978,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1,Camp Roosevelt Side 1,,1978,1978/1978,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1,Camp Roosevelt Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah (Sing) Side 1,Camp Swatonah (Sing) Side 1,,1978,1978/1978,,,,,,,,
Master Audiorecordings,Camp Swatonah (Sing) Side 1,Camp Swatonah (Sing) Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,1978,1978/1978,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Lenore Side 1,Camp Lenore Side 1,,1978,1978/1978,,,,,,,,
Master Audiorecordings,Camp Lenore Side 1,Camp Lenore Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore Side 2,Camp Lenore Side 2,,1978,1978/1978,,,,,,,,
Master Audiorecordings,Camp Lenore Side 2,Camp Lenore Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,1979,1979/1979,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 2,Camp Blue Star Side 2,,1979,1979/1979,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 2,Camp Blue Star Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girl Camp Side 1,Raquette Lake Girl Camp Side 1,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girl Camp Side 1,Raquette Lake Girl Camp Side 1,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,1979,1979/1979,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,1979,1979/1979,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,1979,1979/1979,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,1979,1979/1979,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,1979,1979/1979,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 1,Camp Ken-Wood Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 1,Camp Ken-Wood Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 2,Camp Ken-Wood Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Ken-Wood Side 2,Camp Ken-Wood Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 1 (Blue Team),Camp Robindel Sing Side 1 (Blue Team),,1980,1980/1980,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 1 (Blue Team),Camp Robindel Sing Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 2 (White Team),Camp Robindel Sing Side 2 (White Team),,1980,1980/1980,,,,,,,,
Master Audiorecordings,Camp Robindel Sing Side 2 (White Team),Camp Robindel Sing Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,"Raquette Lake Girls Camp Side 1(""Sing"")","Raquette Lake Girls Camp Side 1(""Sing"")",,1980,1980/1980,,,,,,,,
Master Audiorecordings,"Raquette Lake Girls Camp Side 1(""Sing"")","Raquette Lake Girls Camp Side 1(""Sing"")",,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,1980,1980/1980,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,1980,1980/1980,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,1980,1980/1980,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1 (Sing),Camp Swatonah Side 1 (Sing),,1980,1980/1980,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1 (Sing),Camp Swatonah Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,1980,1980/1980,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,1980,1980/1980,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,1981,1981/1981,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys) MCFT-M-1020,Camp Roosevelt Side 2 (Boys) MCFT-M-1020,,1981,1981/1981,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys) MCFT-M-1020,Camp Roosevelt Side 2 (Boys) MCFT-M-1020,,,,,,,,,,,
